permno,caldt,ticker,prc,ret,me,analysts
16285,2020-01-31,CSTR,14.97,-0.100901,274.87914,5.0
16285,2020-02-28,CSTR,13.44,-0.098864,246.78528,6.0
16285,2020-03-31,CSTR,9.89,-0.264137,181.06612,6.0
16285,2020-04-30,CSTR,11.41,0.153691,209.51042,6.0
16285,2020-05-29,CSTR,11.52,0.014023,210.89664,4.0
16285,2020-06-30,CSTR,12.0,0.041667,219.624,4.0
16285,2020-07-31,CSTR,10.15,-0.154167,222.6301,4.0
16285,2020-08-31,CSTR,10.19,0.008867,223.50745999999998,3.0
16285,2020-09-30,CSTR,9.81,-0.037291,215.30988,3.0
16285,2020-10-30,CSTR,10.39,0.059123,228.00855,3.0
16285,2020-11-30,CSTR,12.05,0.164581,264.43725,2.0
16285,2020-12-31,CSTR,14.75,0.224066,324.33774999999997,2.0
16287,2020-01-31,EVBG,90.64,0.160861,3068.07336,13.0
16287,2020-02-28,EVBG,105.66,0.165711,3616.53048,13.0
16287,2020-03-31,EVBG,106.36,0.006625,3653.25328,13.0
16287,2020-04-30,EVBG,111.38,0.047198,3825.6802399999997,13.0
16287,2020-05-29,EVBG,146.25999,0.313162,5025.20073642,13.0
16287,2020-06-30,EVBG,138.36,-0.054013,4768.43904,13.0
16287,2020-07-31,EVBG,142.8,0.03209,4921.4592,13.0
16287,2020-08-31,EVBG,148.61,0.040686,5139.676850000001,12.0
16287,2020-09-30,EVBG,125.73,-0.15396,4393.886310000001,12.0
16287,2020-10-30,EVBG,104.69,-0.167343,3658.6014299999997,12.0
16287,2020-11-30,EVBG,126.94,0.212532,4437.31464,12.0
16287,2020-12-31,EVBG,149.07001,0.174334,5284.38278449,12.0
16290,2020-01-31,FLGT,13.38,0.037209,287.44254000000006,2.0
16290,2020-02-28,FLGT,14.84,0.109118,320.02459999999996,2.0
16290,2020-03-31,FLGT,10.76,-0.274933,233.19072,1.0
16290,2020-04-30,FLGT,16.97,0.577137,367.77383999999995,1.0
16290,2020-05-29,FLGT,17.42,0.026517,377.97916000000004,2.0
16290,2020-06-30,FLGT,16.0,-0.081516,348.96,2.0
16290,2020-07-31,FLGT,26.35,0.646875,575.4049500000001,2.0
16290,2020-08-31,FLGT,29.56,0.121822,647.92564,2.0
16290,2020-09-30,FLGT,40.04,0.354533,933.2122800000001,2.0
16290,2020-10-30,FLGT,32.53,-0.187562,789.6332199999999,2.0
16290,2020-11-30,FLGT,44.92,0.380879,1176.904,2.0
16290,2020-12-31,FLGT,52.1,0.15984,1468.0738000000001,2.0
16303,2020-01-31,NOVN,0.521,-0.835127,13.928935000000001,2.0
16303,2020-02-28,NOVN,0.2199,-0.577927,6.0329565,1.0
16303,2020-03-31,NOVN,0.475,1.160073,34.209025000000004,1.0
16303,2020-04-30,NOVN,0.371,-0.218947,26.719049,1.0
16303,2020-05-29,NOVN,0.403,0.086253,30.414813000000002,1.0
16303,2020-06-30,NOVN,0.4831,0.198759,57.692768199999996,2.0
16303,2020-07-31,NOVN,0.6656,0.377769,84.6789632,2.0
16303,2020-08-31,NOVN,0.4565,-0.314153,62.754142,2.0
16303,2020-09-30,NOVN,0.4815,0.054765,68.13899099999999,2.0
16303,2020-10-30,NOVN,0.46,-0.044652,65.09644,2.0
16303,2020-11-30,NOVN,0.5125,0.11413,72.52592499999999,2.0
16303,2020-12-31,NOVN,0.813,0.586342,118.4541,2.0
16304,2020-01-31,NTNX,32.47,0.038708,5830.37814,19.0
16304,2020-02-28,NTNX,23.84,-0.265784,4281.068,19.0
16304,2020-03-31,NTNX,15.8,-0.337248,2837.285,18.0
16304,2020-04-30,NTNX,20.49,0.296835,3779.3190299999997,18.0
16304,2020-05-29,NTNX,24.06,0.174231,4438.107599999999,18.0
16304,2020-06-30,NTNX,23.705,-0.014755,4372.6242999999995,18.0
16304,2020-07-31,NTNX,22.19,-0.063911,4146.1127400000005,18.0
16304,2020-08-31,NTNX,28.71,0.293826,5365.497060000001,19.0
16304,2020-09-30,NTNX,22.18,-0.227447,4307.245099999999,19.0
16304,2020-10-30,NTNX,24.34,0.097385,4621.752219999999,18.0
16304,2020-11-30,NTNX,27.39,0.125308,5206.428150000001,18.0
16304,2020-12-31,NTNX,31.87,0.163563,6058.00895,16.0
16306,2020-01-31,SNDE,11.032,-0.423962,75.85603200000001,3.0
16306,2020-02-28,SNDE,7.51,-0.319253,51.638760000000005,3.0
16306,2020-03-31,SNDE,2.27,-0.697736,15.60852,3.0
16306,2020-04-30,SNDE,3.15,0.387665,21.659399999999998,3.0
16306,2020-05-29,SNDE,2.48,-0.212698,17.05248,3.0
16306,2020-06-30,SNDE,2.88,0.16129,19.802880000000002,3.0
16306,2020-07-31,SNDE,2.56,-0.111111,17.60256,3.0
16306,2020-08-31,SNDE,2.1,-0.179688,14.4396,3.0
16306,2020-09-30,SNDE,2.32,0.104762,15.95232,3.0
16306,2020-10-30,SNDE,1.86,-0.198276,12.78936,2.0
16306,2020-11-30,SNDE,1.95,0.048387,13.408199999999999,1.0
16306,2020-12-31,SNDE,1.74,-0.107692,11.96424,2.0
16308,2020-01-31,TRHC,58.07,0.192892,1296.18047,9.0
16308,2020-02-28,TRHC,56.17,-0.032719,1257.19694,10.0
16308,2020-03-31,TRHC,52.29,-0.069076,1193.15322,9.0
16308,2020-04-30,TRHC,63.34,0.211321,1445.29212,8.0
16308,2020-05-29,TRHC,53.43,-0.156457,1219.16574,10.0
16308,2020-06-30,TRHC,54.73,0.024331,1256.3271499999998,11.0
16308,2020-07-31,TRHC,56.2,0.026859,1290.352,12.0
16308,2020-08-31,TRHC,50.6,-0.099644,1161.776,12.0
16308,2020-09-30,TRHC,40.77,-0.194269,948.51405,12.0
16308,2020-10-30,TRHC,34.54,-0.152808,823.01912,11.0
16308,2020-11-30,TRHC,34.46,-0.002316,821.11288,10.0
16308,2020-12-31,TRHC,42.84,0.243181,1028.3742,11.0
16309,2020-01-31,TTD,269.17999,0.036184,10849.299496949998,12.0
16309,2020-02-28,TTD,287.25,0.06713,11667.23325,12.0
16309,2020-03-31,TTD,193.0,-0.328111,7886.945,14.0
16309,2020-04-30,TTD,292.57999,0.515958,11963.30321111,13.0
16309,2020-05-29,TTD,311.56,0.064871,12739.376839999999,13.0
16309,2020-06-30,TTD,406.5,0.304725,16956.3345,15.0
16309,2020-07-31,TTD,451.32001,0.110258,18834.48665732,14.0
16309,2020-08-31,TTD,481.29999,0.066427,20085.61118268,13.0
16309,2020-09-30,TTD,518.78003,0.077873,21752.446657900004,13.0
16309,2020-10-30,TTD,566.45001,0.091889,23762.01146949,13.0
16309,2020-11-30,TTD,901.07001,0.590732,37798.98584949,11.0
16309,2020-12-31,TTD,801.0,-0.111057,33912.738,14.0
16310,2020-01-31,TYHT,0.57,-0.091344,15.57981,0.0
16310,2020-02-28,TYHT,0.5729,0.005088,15.659075699999999,0.0
16310,2020-03-31,TYHT,0.44,-0.231978,12.02652,0.0
16310,2020-04-30,TYHT,0.4151,-0.056591,11.3459283,0.0
16310,2020-05-29,TYHT,0.4248,0.023368,11.6110584,0.0
16310,2020-06-30,TYHT,0.53886,0.268505,14.728660379999999,0.0
16310,2020-07-31,TYHT,0.4796,-0.109974,13.108906800000002,0.0
16310,2020-08-31,TYHT,2.84,-0.342044,8.62508,0.0
16310,2020-09-30,TYHT,2.68,-0.056338,8.147200000000002,0.0
16310,2020-10-30,TYHT,2.5,-0.067164,7.6,0.0
16310,2020-11-30,TYHT,3.54,0.416,10.7616,0.0
16310,2020-12-31,TYHT,3.055,-0.137006,11.135475,0.0
16318,2020-01-31,ELF,15.68,-0.027898,783.9843199999999,10.0
16318,2020-02-28,ELF,15.96,0.017857,797.32968,11.0
16318,2020-03-31,ELF,9.84,-0.383459,491.58671999999996,11.0
16318,2020-04-30,ELF,13.07,0.328252,652.9510600000001,10.0
16318,2020-05-29,ELF,17.14,0.3114,857.15426,10.0
16318,2020-06-30,ELF,19.07,0.112602,953.67163,11.0
16318,2020-07-31,ELF,17.86,-0.06345,901.05486,11.0
16318,2020-08-31,ELF,19.53,0.093505,990.6006600000001,11.0
16318,2020-09-30,ELF,18.37,-0.059396,931.76314,11.0
16318,2020-10-30,ELF,20.27,0.103429,1028.13494,11.0
16318,2020-11-30,ELF,21.74,0.072521,1109.45742,11.0
16318,2020-12-31,ELF,25.19,0.158694,1285.52127,11.0
16319,2020-01-31,FBK,35.65,-0.09952,1106.39775,7.0
16319,2020-02-28,FBK,32.57,-0.083871,1041.88173,5.0
16319,2020-03-31,FBK,19.72,-0.394535,612.72012,5.0
16319,2020-04-30,FBK,22.34,0.13286,716.37678,5.0
16319,2020-05-29,FBK,23.61,0.060877,757.45602,4.0
16319,2020-06-30,FBK,24.77,0.049132,794.67114,4.0
16319,2020-07-31,FBK,25.41,0.025838,815.20362,3.0
16319,2020-08-31,FBK,27.0,0.066116,1256.904,4.0
16319,2020-09-30,FBK,25.12,-0.06963,1169.38624,4.0
16319,2020-10-30,FBK,29.5,0.174363,1392.164,5.0
16319,2020-11-30,FBK,31.92,0.085085,1506.5920800000001,6.0
16319,2020-12-31,FBK,34.73,0.088033,1639.2212699999998,6.0
16338,2020-01-31,VVV,21.08,-0.015413,3972.33628,11.0
16338,2020-02-28,VVV,19.5,-0.069592,3674.736,10.0
16338,2020-03-31,VVV,13.09,-0.328718,2466.7843199999998,11.0
16338,2020-04-30,VVV,17.19,0.313216,3239.42112,11.0
16338,2020-05-29,VVV,18.35,0.074055,3395.3005000000003,8.0
16338,2020-06-30,VVV,19.33,0.053406,3576.6299,9.0
16338,2020-07-31,VVV,20.52,0.061562,3796.8156,10.0
16338,2020-08-31,VVV,20.4,-0.000341,3774.7139999999995,10.0
16338,2020-09-30,VVV,19.04,-0.066667,3523.0663999999997,10.0
16338,2020-10-30,VVV,19.67,0.033088,3639.6384500000004,10.0
16338,2020-11-30,VVV,22.79,0.164972,4222.18935,10.0
16338,2020-12-31,VVV,23.14,0.015358,4280.113240000001,10.0
16343,2020-01-31,YUMC,43.07,-0.102895,16190.40063,16.0
16343,2020-02-28,YUMC,43.79,0.016717,16455.66894,16.0
16343,2020-03-31,YUMC,42.63,-0.02375,16033.18563,17.0
16343,2020-04-30,YUMC,48.46,0.136758,18220.96,17.0
16343,2020-05-29,YUMC,46.34,-0.043747,17443.905220000004,17.0
16343,2020-06-30,YUMC,48.07,0.037333,18095.134309999998,18.0
16343,2020-07-31,YUMC,51.24,0.065946,19317.48,19.0
16343,2020-08-31,YUMC,57.71,0.126268,21767.98116,19.0
16343,2020-09-30,YUMC,52.95,-0.082481,22524.559350000003,19.0
16343,2020-10-30,YUMC,53.23,0.005288,22303.37,19.0
16343,2020-11-30,YUMC,56.38,0.061432,23642.61472,17.0
16343,2020-12-31,YUMC,57.09,0.012593,23940.34896,19.0
16347,2020-01-31,AA,13.95,-0.351464,2588.74335,14.0
16347,2020-02-28,AA,13.87,-0.005735,2578.6410499999997,13.0
16347,2020-03-31,AA,6.16,-0.555876,1145.2364000000002,13.0
16347,2020-04-30,AA,8.15,0.323052,1515.2398500000002,13.0
16347,2020-05-29,AA,9.21,0.130061,1712.3139900000003,11.0
16347,2020-06-30,AA,11.24,0.220413,2089.72956,11.0
16347,2020-07-31,AA,13.0,0.156584,2417.012,11.0
16347,2020-08-31,AA,14.62,0.124615,2718.2088799999997,10.0
16347,2020-09-30,AA,11.63,-0.204514,2162.29612,10.0
16347,2020-10-30,AA,12.92,0.11092,2402.2156,12.0
16347,2020-11-30,AA,19.9,0.540248,3700.0069999999996,11.0
16347,2020-12-31,AA,23.05,0.158291,4285.6865,10.0
16350,2020-01-31,GGO,15.0305,-0.024627,24.244196499999997,0.0
16350,2020-02-28,GGO,12.9,-0.141745,20.8077,0.0
16350,2020-03-31,GGO,8.52,-0.324031,13.206,0.0
16350,2020-04-30,GGO,8.5,-0.002347,13.175,0.0
16350,2020-05-29,GGO,8.8507,0.041259,13.718585,0.0
16350,2020-06-30,GGO,9.67,0.098218,14.9885,0.0
16350,2020-07-31,GGO,10.23,0.057911,15.8565,0.0
16350,2020-08-31,GGO,11.095,0.084555,17.19725,0.0
16350,2020-09-30,GGO,10.18,-0.077963,15.779,0.0
16350,2020-10-30,GGO,11.2414,0.104263,17.42417,0.0
16350,2020-11-30,GGO,11.6,0.0319,17.98,0.0
16350,2020-12-31,GGO,12.0,0.038793,18.6,0.0
16376,2020-01-31,WORX,2.43,-0.15331,17.9577,0.0
16376,2020-02-28,WORX,2.51,0.032922,18.548899999999996,0.0
16376,2020-03-31,WORX,2.25,-0.103586,17.17875,0.0
16376,2020-08-31,WORX,1.76,-0.217778,16.704159999999998,0.0
16376,2020-09-30,WORX,1.515,-0.139205,14.91669,0.0
16376,2020-10-30,WORX,1.07,-0.293729,10.53522,0.0
16376,2020-11-30,WORX,2.1,0.962617,20.7102,0.0
16376,2020-12-31,WORX,1.3501,-0.357095,13.3146862,0.0
16377,2020-01-31,AZRX,0.9455,-0.090865,25.961539000000002,2.0
16377,2020-02-28,AZRX,0.8229,-0.129667,22.5951882,3.0
16377,2020-03-31,AZRX,0.58,-0.295176,15.75164,4.0
16377,2020-04-30,AZRX,0.63,0.086207,17.10954,5.0
16377,2020-05-29,AZRX,0.803,0.274603,22.647009,5.0
16377,2020-06-30,AZRX,0.9061,0.128394,25.826568299999998,3.0
16377,2020-07-31,AZRX,0.9696,0.070081,27.636508799999998,3.0
16377,2020-08-31,AZRX,0.8203,-0.153981,23.3810109,5.0
16377,2020-09-30,AZRX,0.711,-0.133244,20.535102,5.0
16377,2020-10-30,AZRX,0.727,0.022503,20.997214,5.0
16377,2020-11-30,AZRX,0.7943,0.092572,24.1562516,5.0
16377,2020-12-31,AZRX,0.97,0.221201,29.49964,4.0
16378,2020-01-31,BCTF,15.79,0.034054,50.038509999999995,0.0
16378,2020-02-28,BCTF,15.22,-0.036099,48.23218,0.0
16378,2020-03-31,BCTF,10.9,-0.280552,34.9781,0.0
16378,2020-04-30,BCTF,10.125,-0.071101,32.491125,0.0
16378,2020-05-29,BCTF,10.7899,0.065669,34.624789099999994,0.0
16378,2020-06-30,BCTF,11.3014,0.052039,36.16448,0.0
16378,2020-07-31,BCTF,11.12,-0.016051,35.584,0.0
16381,2020-01-31,BL,61.17,0.186385,3421.29927,9.0
16381,2020-02-28,BL,62.57,0.022887,3522.691,11.0
16381,2020-03-31,BL,52.61,-0.159182,2966.52007,11.0
16381,2020-04-30,BL,60.74,0.154533,3424.94638,10.0
16381,2020-05-29,BL,74.3,0.223247,4189.554099999999,8.0
16381,2020-06-30,BL,82.91,0.115882,4717.49609,8.0
16381,2020-07-31,BL,88.91,0.072368,5058.89009,9.0
16381,2020-08-31,BL,87.37,-0.017321,4971.26563,10.0
16381,2020-09-30,BL,89.63,0.025867,5131.765649999999,10.0
16381,2020-10-30,BL,97.68,0.089814,5592.6684000000005,11.0
16381,2020-11-30,BL,122.9,0.25819,7036.6395,10.0
16381,2020-12-31,BL,133.38,0.085273,7693.6251600000005,10.0
16382,2020-01-31,COUP,161.14999,0.10188,10398.847704709999,22.0
16382,2020-02-28,COUP,149.75,-0.070742,9663.21775,24.0
16382,2020-03-31,COUP,139.73,-0.066912,9058.13698,24.0
16382,2020-04-30,COUP,176.09,0.260216,11767.74252,24.0
16382,2020-05-29,COUP,227.50999,0.29201,15204.03761172,22.0
16382,2020-06-30,COUP,277.04001,0.217705,18462.22330641,21.0
16382,2020-07-31,COUP,306.45001,0.106158,21077.01878778,21.0
16382,2020-08-31,COUP,327.73999,0.069473,22541.30103222,22.0
16382,2020-09-30,COUP,274.23999,-0.163239,18880.87483152,20.0
16382,2020-10-30,COUP,267.70001,-0.023848,18661.63539711,22.0
16382,2020-11-30,COUP,328.91,0.228651,22928.64501,23.0
16382,2020-12-31,COUP,338.91,0.030403,24461.16816,22.0
16384,2020-01-31,FRTA,12.95,0.120242,838.39595,4.0
16384,2020-02-28,FRTA,13.54,0.04556,878.10962,3.0
16384,2020-03-31,FRTA,5.98,-0.558346,389.16046,5.0
16384,2020-04-30,FRTA,8.16,0.364548,531.3220799999999,5.0
16384,2020-05-29,FRTA,8.82,0.080882,574.2966600000001,3.0
16384,2020-06-30,FRTA,11.16,0.265306,727.75476,4.0
16384,2020-07-31,FRTA,12.99,0.163978,847.38966,5.0
16384,2020-08-31,FRTA,13.25,0.020015,864.3505,5.0
16384,2020-09-30,FRTA,11.82,-0.107925,776.25486,5.0
16384,2020-10-30,FRTA,13.05,0.104061,857.0457000000001,6.0
16384,2020-11-30,FRTA,18.55,0.421456,1218.2527,7.0
16384,2020-12-31,FRTA,17.195,-0.073046,1134.543295,6.0
16386,2020-01-31,IRTC,85.63,0.2576,2284.86529,6.0
16386,2020-02-28,IRTC,86.97,0.015649,2330.8829699999997,6.0
16386,2020-03-31,IRTC,81.35,-0.06462,2198.6464499999997,9.0
16386,2020-04-30,IRTC,105.64,0.298586,2855.13228,9.0
16386,2020-05-29,IRTC,124.31,0.176732,3361.3424,9.0
16386,2020-06-30,IRTC,115.89,-0.067734,3171.21396,9.0
16386,2020-07-31,IRTC,124.48,0.074122,3411.00096,9.0
16386,2020-08-31,IRTC,220.17999,0.768798,6033.37208598,6.0
16386,2020-09-30,IRTC,238.11,0.081433,6870.66405,10.0
16386,2020-10-30,IRTC,211.45,-0.111965,6104.77295,10.0
16386,2020-11-30,IRTC,244.50999,0.156349,7059.24792129,10.0
16386,2020-12-31,IRTC,237.21001,-0.029856,6883.597280190001,10.0
16392,2020-01-31,MRAM,4.78,-0.091255,87.69866,2.0
16392,2020-02-28,MRAM,3.7,-0.225941,67.88390000000001,2.0
16392,2020-03-31,MRAM,2.62,-0.291892,48.83418,2.0
16392,2020-04-30,MRAM,3.77,0.438931,70.26903,2.0
16392,2020-05-29,MRAM,5.89,0.562334,109.93684999999999,2.0
16392,2020-06-30,MRAM,7.02,0.191851,132.4674,2.0
16392,2020-07-31,MRAM,8.39,0.195157,158.31930000000003,2.0
16392,2020-08-31,MRAM,5.81,-0.307509,110.08787999999998,2.0
16392,2020-09-30,MRAM,5.67,-0.024096,107.56557,2.0
16392,2020-10-30,MRAM,7.35,0.296296,139.6941,2.0
16392,2020-11-30,MRAM,5.46,-0.257143,103.77275999999999,0.0
16392,2020-12-31,MRAM,4.6,-0.157509,87.5472,1.0
16393,2020-01-31,OBLN,1.737,-0.085789,13.430484,3.0
16393,2020-02-28,OBLN,1.4,-0.194013,10.8248,3.0
16393,2020-03-31,OBLN,0.72,-0.485714,5.5670399999999995,2.0
16393,2020-04-30,OBLN,0.8633,0.199028,6.675035599999999,2.0
16393,2020-05-29,OBLN,0.9699,0.12348,7.4992668,1.0
16393,2020-06-30,OBLN,0.7056,-0.272502,5.4556992,1.0
16393,2020-07-31,OBLN,0.6759,-0.042092,5.2260588,1.0
16393,2020-08-31,OBLN,0.8607,0.273413,6.654932400000001,1.0
16393,2020-09-30,OBLN,0.9104,0.057744,7.0747184,1.0
16393,2020-10-30,OBLN,0.99,0.087434,7.69329,1.0
16393,2020-11-30,OBLN,0.91755,-0.073182,7.13028105,1.0
16393,2020-12-31,OBLN,1.5,0.634788,11.6565,1.0
16394,2020-01-31,OTTW,14.065,0.016992,44.431335,0.0
16394,2020-02-28,OTTW,13.8,-0.018841,43.59420000000001,0.0
16394,2020-03-31,OTTW,10.9666,-0.174159,34.204825400000004,0.0
16394,2020-04-30,OTTW,10.125,-0.076742,31.579875,0.0
16394,2020-05-29,OTTW,10.675,0.054321,33.316675000000004,0.0
16394,2020-06-30,OTTW,10.45,-0.013583,32.61445,0.0
16398,2020-01-31,RARX,46.87,-0.001279,2213.2951399999997,5.0
16398,2020-02-28,RARX,46.76,-0.002347,2208.10072,5.0
16398,2020-03-31,RARX,48.01,0.026732,2267.1282199999996,8.0
16399,2020-01-31,SRAX,2.24,-0.100402,31.35328,0.0
16399,2020-02-28,SRAX,2.88,0.285714,40.31136,0.0
16399,2020-03-31,SRAX,2.01,-0.302083,28.208339999999996,0.0
16399,2020-04-30,SRAX,2.23,0.109453,31.29582,0.0
16399,2020-05-29,SRAX,1.73,-0.224215,24.27882,0.0
16399,2020-06-30,SRAX,2.54,0.468208,35.90036,0.0
16399,2020-07-31,SRAX,2.55,0.003937,36.0417,1.0
16399,2020-08-31,SRAX,3.02,0.184314,42.68468,1.0
16399,2020-09-30,SRAX,2.96,-0.019868,47.43992,1.0
16399,2020-10-30,SRAX,2.6,-0.121622,41.6702,2.0
16399,2020-11-30,SRAX,2.83,0.088462,45.356410000000004,2.0
16399,2020-12-31,SRAX,3.11,0.09894,49.84397,2.0
16400,2020-01-31,PHUN,0.89,-0.252101,36.223,0.0
16400,2020-02-28,PHUN,1.02,0.146067,41.514,0.0
16400,2020-03-31,PHUN,0.675,-0.338235,27.4725,0.0
16400,2020-04-30,PHUN,0.725,0.074074,29.5075,0.0
16400,2020-05-29,PHUN,1.29,0.77931,52.8255,0.0
16400,2020-06-30,PHUN,1.23,-0.046512,53.58003,2.0
16400,2020-07-31,PHUN,1.49,0.211382,64.90589,2.0
16400,2020-08-31,PHUN,1.08,-0.275168,47.112840000000006,2.0
16400,2020-09-30,PHUN,0.915,-0.152778,41.58858,2.0
16400,2020-10-30,PHUN,0.676,-0.261202,30.725552000000004,2.0
16400,2020-11-30,PHUN,0.68,0.005917,33.41588,2.0
16400,2020-12-31,PHUN,1.26,0.852941,61.917660000000005,2.0
16401,2020-01-31,TUSK,1.42,-0.354545,64.05478,4.0
16401,2020-02-28,TUSK,1.09,-0.232394,49.16881000000001,4.0
16401,2020-03-31,TUSK,0.7488,-0.313028,34.230643199999996,3.0
16401,2020-04-30,TUSK,0.84,0.121795,38.39976,2.0
16401,2020-05-29,TUSK,1.26,0.5,57.59964,2.0
16401,2020-06-30,TUSK,1.18,-0.063492,53.999159999999996,1.0
16401,2020-07-31,TUSK,1.39,0.177966,63.609179999999995,1.0
16401,2020-08-31,TUSK,1.36,-0.021583,62.236320000000006,1.0
16401,2020-09-30,TUSK,1.6,0.176471,73.2256,1.0
16401,2020-10-30,TUSK,1.51,-0.05625,69.10666,1.0
16401,2020-11-30,TUSK,1.96,0.298013,89.70136,1.0
16401,2020-12-31,TUSK,4.45,1.270408,203.67205,1.0
16402,2020-01-31,XOG,1.42,-0.330189,195.47436,10.0
16402,2020-02-28,XOG,0.6885,-0.515141,94.77753299999999,8.0
16402,2020-03-31,XOG,0.422,-0.387073,58.190424,11.0
16402,2020-04-30,XOG,0.5296,0.254976,73.1398784,11.0
16402,2020-05-29,XOG,0.29,-0.452417,40.059149999999995,10.0
16417,2020-01-31,PTVCA,15.25,-0.031746,39.69575,0.0
16417,2020-02-28,PTVCA,14.755,-0.025902,38.407265,0.0
16417,2020-03-31,PTVCA,14.0079,-0.050634,36.4625637,0.0
16417,2020-04-30,PTVCA,21.0,0.499154,54.663,0.0
16417,2020-05-29,PTVCA,17.5,-0.161905,45.5525,0.0
16417,2020-06-30,PTVCA,17.695,0.011143,46.060085,0.0
16417,2020-07-31,PTVCA,14.655,-0.1718,38.146964999999994,0.0
16417,2020-08-31,PTVCA,15.575,0.069601,40.541725,0.0
16417,2020-09-30,PTVCA,14.0,-0.101124,36.442,0.0
16417,2020-10-30,PTVCA,14.675,0.048214,38.199025,0.0
16417,2020-11-30,PTVCA,15.1,0.035775,39.305299999999995,0.0
16417,2020-12-31,PTVCA,15.06,-0.002649,39.20118,0.0
16431,2020-01-31,LW,91.31,0.064047,13339.66052,6.0
16431,2020-02-28,LW,86.89,-0.048407,12693.93388,7.0
16431,2020-03-31,LW,57.1,-0.342847,8341.8532,7.0
16431,2020-04-30,LW,61.36,0.074606,8960.953039999999,8.0
16431,2020-05-29,LW,60.06,-0.017438,8771.10234,8.0
16431,2020-06-30,LW,63.93,0.064436,9336.27327,8.0
16431,2020-07-31,LW,60.08,-0.060222,8775.2848,8.0
16431,2020-08-31,LW,62.85,0.049933,9132.9849,6.0
16431,2020-09-30,LW,66.27,0.054415,9629.958779999999,7.0
16431,2020-10-30,LW,63.45,-0.042553,9285.209550000001,7.0
16431,2020-11-30,LW,72.38,0.144366,10592.016819999999,7.0
16431,2020-12-31,LW,78.74,0.08787,11522.73286,7.0
16432,2020-01-31,GT,13.13,-0.145612,3054.8783200000003,10.0
16432,2020-02-28,GT,9.685,-0.262376,2253.5832800000003,11.0
16432,2020-03-31,GT,5.82,-0.399071,1356.04836,11.0
16432,2020-04-30,GT,7.17,0.231959,1670.59566,11.0
16432,2020-05-29,GT,7.61,0.061367,1773.11478,8.0
16432,2020-06-30,GT,8.945,0.175427,2084.283395,9.0
16432,2020-07-31,GT,9.01,0.007267,2099.42911,10.0
16432,2020-08-31,GT,9.595,0.064928,2235.740545,9.0
16432,2020-09-30,GT,7.67,-0.200625,1788.13778,9.0
16432,2020-10-30,GT,8.28,0.079531,1930.3495199999998,9.0
16432,2020-11-30,GT,10.42,0.258454,2429.2562799999996,7.0
16432,2020-12-31,GT,10.91,0.047025,2542.03,8.0
16434,2020-01-31,GOLF,30.97,-0.047077,2327.86005,8.0
16434,2020-02-28,GOLF,25.45,-0.178237,1893.0728000000001,7.0
16434,2020-03-31,GOLF,25.72,0.016699,1913.1564799999999,8.0
16434,2020-04-30,GOLF,27.4,0.065319,2035.1897999999999,9.0
16434,2020-05-29,GOLF,33.42,0.219708,2482.3373400000005,8.0
16434,2020-06-30,GOLF,34.79,0.045631,2584.09683,6.0
16434,2020-07-31,GOLF,38.05,0.093705,2826.2398499999995,6.0
16434,2020-08-31,GOLF,35.29,-0.072536,2621.83526,7.0
16434,2020-09-30,GOLF,33.61,-0.043213,2497.02134,6.0
16434,2020-10-30,GOLF,34.13,0.015472,2535.6542200000004,6.0
16434,2020-11-30,GOLF,37.7,0.1046,2800.9215,6.0
16434,2020-12-31,GOLF,40.54,0.079443,3011.9193,6.0
16435,2020-01-31,ADSW,32.95,0.002434,2945.8947500000004,5.0
16435,2020-02-28,ADSW,33.06,0.003338,2972.19318,6.0
16435,2020-03-31,ADSW,32.8,-0.007865,2948.8184,4.0
16435,2020-04-30,ADSW,32.25,-0.016768,2899.37175,4.0
16435,2020-05-29,ADSW,31.18,-0.033178,2811.90594,4.0
16435,2020-06-30,ADSW,30.17,-0.032393,2720.8211100000003,6.0
16435,2020-07-31,ADSW,30.16,-0.000331,2737.2612799999997,6.0
16435,2020-08-31,ADSW,30.13,-0.000995,2734.53854,5.0
16435,2020-09-30,ADSW,30.23,0.003319,2743.6143399999996,5.0
16436,2020-01-31,ARCH,51.53,-0.281712,775.1142600000001,4.0
16436,2020-02-28,ARCH,50.35,-0.022899,757.3647000000001,7.0
16436,2020-03-31,ARCH,28.9,-0.416087,437.6038,7.0
16436,2020-04-30,ARCH,29.19,0.010035,441.99498000000006,6.0
16436,2020-05-29,ARCH,32.96,0.129154,499.11328000000003,0.0
16436,2020-06-30,ARCH,28.41,-0.138046,430.21263,6.0
16436,2020-07-31,ARCH,31.02,0.091869,469.82892,6.0
16436,2020-08-31,ARCH,37.67,0.214378,570.5498200000001,5.0
16436,2020-09-30,ARCH,42.48,0.127688,643.40208,5.0
16436,2020-10-30,ARCH,30.55,-0.280838,462.74085,5.0
16436,2020-11-30,ARCH,33.44,0.094599,506.51568,3.0
16436,2020-12-31,ARCH,43.77,0.308912,662.98419,3.0
16437,2020-01-31,CWH,15.57,0.056309,582.27129,8.0
16437,2020-02-28,CWH,13.68,-0.121387,511.59095999999994,7.0
16437,2020-03-31,CWH,5.69,-0.572865,213.56277000000003,10.0
16437,2020-04-30,CWH,8.87,0.558875,332.9798,10.0
16437,2020-05-29,CWH,21.18,1.387824,795.0971999999999,8.0
16437,2020-06-30,CWH,27.16,0.289575,1019.5864,8.0
16437,2020-07-31,CWH,36.62,0.348306,1374.7147999999997,8.0
